NAME,TAXONNO,TAXON,NATIVE,HYBRID,ID,Major_group,Family,Genus_hybrid_marker,Genus,Species_hybrid_marker,Infraspecific_rank,Infraspecific_epithet,Authorship,Taxonomic_status_in_TPL,Nomenclatural_status_original,Confidence_level,Source,Source_id,IPNI_id,Publication,Collation,Page,Date,SppID
Arenaria serpyllifolia,7457,0920   162,N,,kew-2650139,A,Caryophyllaceae,,Arenaria,,,,L.,Accepted,,M,WCSP (in review),782198,303826-2,Sp. Pl.,423,,1753,64732
Aristolochia clematitis,9618,0920   164,AN,,kew-2651289,A,Aristolochiaceae,,Aristolochia,,,,L.,Accepted,,M,WCSP (in review),783345,92841-1,Sp. Pl.,962,,1753,32754
Armeria arenaria,1147,0920   165,N,,kew-2652246,A,Plumbaginaceae,,Armeria,,,,(Pers.) Schult.,Accepted,,M,WCSP (in review),784301,686233-1,Syst. Veg.,6: 771,,1820,271015
Armeria maritima,1148,0920   166,N,,kew-2652527,A,Plumbaginaceae,,Armeria,,,,(Mill.) Willd.,Accepted,,M,WCSP (in review),784582,19793-2,Enum. Pl.,333,,1809,271065
Armoracia rusticana,1150,0920   167,AR,,kew-2652952,A,Brassicaceae,,Armoracia,,,,"P.Gaertn., B.Mey. & Scherb.",Accepted,,M,WCSP (in review),785003,278747-1,Oekon. Fl. Wetterau,2: 426,,1800,46908
Arnoseris minima,1151,0920   168,AR,,gcc-127841,A,Compositae,,Arnoseris,,,,(L.) Schweigg. & Körte,Accepted,,M,TICA,DB8F1598-C38B-4D1B-8A8D-D8A426C74499,,,,72,1811,74276
Arrhenatherum elatius,1152,0920   169,N,,kew-395388,A,Poaceae,,Arrhenatherum,,,,(L.) P.Beauv. ex J.Presl & C.Presl.,Accepted,,H,WCSP,395388,389923-1,Fl. Cech.,17,,1819,272346
Artemisia absinthium,1155,0920   170,AR,,gcc-95372,A,Compositae,,Artemisia,,,,L.,Accepted,,M,TICA,AE97CE9A-B6F9-442A-87E6-8F29A9074155,300106-2,Sp. Pl.,,848,1753,74290
Artemisia campestris,1156,0920   171,N,,gcc-25450,A,Compositae,,Artemisia,,,,L.,Accepted,,M,TICA,4F93379F-B286-42B1-BF19-2EFA4EF703D3,309140-2,Sp. Pl.: 846 (1753),,846,1753,74360
Artemisia norvegica,1157,0920  2264,N,,gcc-113489,A,Compositae,,Artemisia,,,,Fr.,Accepted,,M,TICA,2A13E008-295B-4B20-B1FB-B7BB31F6C1ED,301762-2,,,56,1817,74578
Artemisia verlotiorum,1159,0920   174,AN,,gcc-116811,A,Compositae,,Artemisia,,,,Lamotte,Accepted,,M,TICA,1BE871BA-E774-4542-9E40-BF46BD82AAE4,,Mem. Acad. Sci. Belles-Lett. Clermont-Ferrand 511 (1876),,511,1876,74746
Artemisia vulgaris,1160,0920   175,AR,,gcc-77033,A,Compositae,,Artemisia,,,,L.,Accepted,,M,TICA,E982E2D5-0F9F-4AA2-B048-65F13E88CE6E,20812-2,Sp. Pl.,,848,1753,74754
Arum italicum,7027,0920   177,N,,kew-16186,A,Araceae,,Arum,,,,Mill.,Accepted,,H,WCSP,16186,86047-1,Gard. Dict. ed. 8,2,,1768,26637
Arum maculatum,1165,0920   176,N,,kew-16240,A,Araceae,,Arum,,,,L.,Accepted,,H,WCSP,16240,86067-1,Sp. Pl.,966,,1753,26641
Aruncus dioicus,1167,0920  4399,AN,,rjp-891,A,Rosaceae,,Aruncus,,,,(Walter) Fernald,Accepted,,L,RJP,891,20973-2,,; 1939,423,1939,303854
Asarum europaeum,1170,0920   178,AN,,kew-2654312,A,Aristolochiaceae,,Asarum,,,,L.,Accepted,,M,WCSP (in review),786363,302682-2,Sp. Pl.,442,,1753,33191
Asperugo procumbens,1174,0920   180,AN,,kew-2656106,A,Boraginaceae,,Asperugo,,,,L.,Accepted,,M,WCSP (in review),788152,113506-1,Sp. Pl.,138,,1753,42854
Asperula arvensis,1175,0920   181,AC,,kew-16706,A,Rubiaceae,,Asperula,,,,L.,Accepted,,H,WCSP,16706,743883-1,Sp. Pl.,103,,1753,308687
Asperula cynanchica,9843,0920  5472,N,,kew-16790,A,Rubiaceae,,Asperula,,,,L.,Accepted,,H,WCSP,16790,743955-1,Sp. Pl.,104,,1753,308726
Asplenium adiantum-nigrum,1180,0910   185.1,N,,tro-26602479,P,Aspleniaceae,,Asplenium,,,,L.,Accepted,,M,TRO,26602479,17038650-1,Sp. Pl.,2: 1081,1081,1753,36256
Asplenium marinum,1192,0910   189,N,,,,,,,,,,,,,,,,,,,,,
Asplenium obovatum,1193,0910   191,N,,,,,,,,,,,,,,,,,,,,,
Asplenium onopteris,1194,0910   185.2,N,,,,,,,,,,,,,,,,,,,,,
Asplenium ruta-muraria,1195,0910   192,N,,tro-26602540,P,Aspleniaceae,,Asplenium,,,,L.,Accepted,,M,TRO,26602540,311563-2,Sp. Pl.,2: 1081,1081,1753,36588
Asplenium septentrionale,1201,0910   193,N,,tro-26602545,P,Aspleniaceae,,Asplenium,,,,(L.) Hoffm.,Accepted,,M,TRO,26602545,,Deutschl. Fl.,2: 12–13,12,1795,36606
Asplenium trichomanes,1202,0910   194,N,,tro-26602551,P,Aspleniaceae,,Asplenium,,,,L.,Accepted,,M,TRO,26602551,310197-2,Sp. Pl.,2: 1080,1080,1753,36660
Asplenium viride,1207,0910   195,N,,tro-26603160,P,Aspleniaceae,,Asplenium,,,,Huds.,Accepted,,M,TRO,26603160,,Fl. Angl.,385,385,1762,36686
Aster lanceolatus,1221,0920   197,AN,,,,,,,,,,,,,,,,,,,,,
Aster linosyris,9620,0920  1166,N,,,,,,,,,,,,,,,,,,,,,
Aster novae-angliae,1225,0920   200,AN,,,,,,,,,,,,,,,,,,,,,
Aster novi-belgii,1226,0920  4494,AN,,,,,,,,,,,,,,,,,,,,,
Aster tripolium,1230,0920   204,N,,,,,,,,,,,,,,,,,,,,,
Astragalus alpinus,1235,0920   206,N,,ild-10175,A,Leguminosae,,Astragalus,,,,L.,Accepted,,H,ILDIS,10175,,,,,,172817
Astragalus danicus,1236,0920   207,N,,ild-8620,A,Leguminosae,,Astragalus,,,,Retz.,Accepted,,H,ILDIS,8620,,,,,,173307
Astragalus glycyphyllos,7029,0920   208,N,,ild-8631,A,Leguminosae,,Astragalus,,,,L.,Accepted,,H,ILDIS,8631,,,,,,173584
Astrantia major,1237,0920   209,AN,,kew-2663972,A,Apiaceae,,Astrantia,,,,L.,Accepted,,M,WCSP (in review),796003,838340-1,Sp. Pl.,235,,1753,16247
Athyrium distentifolium,1239,0910   210,N,,,,,,,,,,,,,,,,,,,,,
Athyrium filix-femina,1240,0910   211,N,,tro-26600065,P,Athyriaceae,,Athyrium,,,,(L.) Roth,Accepted,,M,TRO,26600065,17372750-1,Tent. Fl. Germ.,3(1): 65,65,1800,37020
Athyrium flexile,1241,0910   210.1,N,,,,,,,,,,,,,,,,,,,,,
Atriplex glabriuscula,1242,0920   212,N,,kew-2665299,A,Amaranthaceae,,Atriplex,,,,Edmondston,Accepted,,M,WCSP (in review),797312,26334-2,Fl. Shetland,39,,1845,7604
Atriplex hortensis,1246,0920   215,AN,,kew-2665365,A,Amaranthaceae,,Atriplex,,,,L.,Accepted,,M,WCSP (in review),797378,272934-2,Sp. Pl.,1053,,1753,7615
Atriplex laciniata,1247,0920   216,N,,kew-2665407,A,Amaranthaceae,,Atriplex,,,,L.,Accepted,,M,WCSP (in review),797420,163905-1,Sp. Pl.,1053,,1753,7636
Atriplex littoralis,1248,0920   217,N,,kew-2665459,A,Amaranthaceae,,Atriplex,,,,L.,Accepted,,M,WCSP (in review),797472,308388-2,Sp. Pl.,1054,,1753,7651
Atriplex longipes,1250,0920  2286,N,,kew-2665468,A,Amaranthaceae,,Atriplex,,,,Drejer,Accepted,,M,WCSP (in review),797481,,Fl. Excurs. Hafn.,107,,1838,7653
Atriplex patula,1253,0920   218,N,,kew-2665629,A,Amaranthaceae,,Atriplex,,,,L.,Accepted,,M,WCSP (in review),797642,26419-2,Sp. Pl.,1053,,1753,7696
Atriplex pedunculata,9918,0920   949,N,,kew-2665655,A,Amaranthaceae,,Atriplex,,,,L.,Accepted,,M,WCSP (in review),797667,164046-1,Cent. Pl. I,33,,1755,7697
Atriplex portulacoides,9917,0920   950,N,,kew-2665685,A,Amaranthaceae,,Atriplex,,,,L.,Accepted,,M,WCSP (in review),797697,164072-1,Sp. Pl.,1053,,1753,7705
Atriplex praecox,1254,0920  2287,N,,,,,,,,,,,,,,,,,,,,,
Atriplex prostrata,1255,0920   214,N,,kew-2665694,A,Amaranthaceae,,Atriplex,,,,Boucher ex DC.,Accepted,,M,WCSP (in review),797706,60448217-2,Fl. Franç.,"ed. 3, 3: 387",,1805,7710
Atropa belladonna,1259,0920   219,N,,kew-2665943,A,Solanaceae,,Atropa,,,,L.,Accepted,,M,WCSP (in review),797955,814358-1,Sp. Pl.,181,,1753,334493
Aubrieta deltoidea,1260,0920  2622,AN,,kew-2666134,A,Brassicaceae,,Aubrieta,,,,(L.) DC.,Accepted,,M,WCSP (in review),798145,1055027-2,Syst. Nat.,2: 294,,1821,46922
Aucuba japonica,5697,0920  4447,AN,,kew-17884,A,Garryaceae,,Aucuba,,,,Thunb.,Accepted,,H,WCSP,17884,271451-1,Nov. Gen. Pl.,3: 61,,1783,139811
Avena fatua,1261,0920   220,AR,,kew-397488,A,Poaceae,,Avena,,,,L.,Accepted,,H,WCSP,397488,391443-1,Sp. Pl.,80,,1753,272549
Avena sativa,7032,0920  2988,AC,,kew-397860,A,Poaceae,,Avena,,,,L.,Accepted,,H,WCSP,397860,391732-1,Sp. Pl.,79,,1753,272556
Avena sterilis,10715,0920  7682,AN,,kew-397959,A,Poaceae,,Avena,,,,L.,Accepted,,H,WCSP,397959,391787-1,Sp. Pl. ed. 2,118,,1762,272558
Avena strigosa,1265,0920   222,AC,,kew-397998,A,Poaceae,,Avena,,,,Schreb.,Accepted,,L,WCSP,397998,391799-1,Spic. Fl. Lips..,52,,1771,272559
Azolla filiculoides,1268,0910   223,AN,,tro-26602847,P,Salviniaceae,,Azolla,,,,Lam.,Accepted,,M,TRO,26602847,17056950-1,Encycl.,1(1): 343,343,1783,324829
Baldellia ranunculoides,1269,0920   224,N,,kew-300116,A,Alismataceae,,Baldellia,,,,(L.) Parl.,Accepted,,H,WCSP,300116,58276-1,Nuov. Gen. Sp. Monocot.,58,,1854,6783
Ballota nigra,1270,0920   225,AR,,kew-19633,A,Lamiaceae,,Ballota,,,,L.,Accepted,,H,WCSP,19633,444976-1,Sp. Pl.,582,,1753,158304
Barbarea intermedia,1271,0920   226,AN,,kew-2669654,A,Brassicaceae,,Barbarea,,,,Boreau,Accepted,,M,WCSP (in review),801530,278866-1,Fl. Centre France,2: 48,,1840,46963
Barbarea stricta,1272,0920   227,AN,,kew-2669701,A,Brassicaceae,,Barbarea,,,,Andrz. ex Besser,Accepted,,M,WCSP (in review),801577,,Enum. Pl. Volh.,72,,1821,46976
Barbarea verna,1273,0920   228,AN,,kew-2669710,A,Brassicaceae,,Barbarea,,,,(Mill.) Asch.,Accepted,,M,WCSP (in review),801586,1109261-2,Fl. Brandenburg,1: 36,,1860,46979
Barbarea vulgaris,1274,0920   229,N,,kew-2669712,A,Brassicaceae,,Barbarea,,,,R.Br.,Accepted,,M,WCSP (in review),801588,,Hortus Kew.,4: 109,,1812,46980
Bartsia alpina,7033,0920   230,N,,kew-2670487,A,Orobanchaceae,,Bartsia,,,,L.,Accepted,,L,WCSP (in review),802358,273085-2,Sp. Pl.,602,,1753,255205
Bassia scoparia,10160,0920  7182,AN,,kew-2670858,A,Amaranthaceae,,Bassia,,,,(L.) A.J.Scott,Accepted,,L,WCSP (in review),802728,164422-1,Feddes Repert.,89: 108,,1978,7805
Bellis perennis,1276,0920   231,N,,gcc-29324,A,Compositae,,Bellis,,,,L.,Accepted,,M,TICA,B92D99A7-DDB5-422F-A14C-362FBC207915,184409-1,Sp. Pl.,,886,1753,75987
Berberis darwinii,1278,0920  2440,AN,,kew-2673673,A,Berberidaceae,,Berberis,,,,Hook.,Accepted,,M,WCSP (in review),805504,273235-2,Hooker's Icon. Pl.,7: t. 672,,1844,40677
Berberis darwinii x empetrifolia (B. x stenophylla),10830,0920  7189,AN,H,,,,,,,,,,,,,,,,,,,,
Berberis thunbergii,10565,0920  7187,AN,,kew-2674513,A,Berberidaceae,,Berberis,,,,DC.,Accepted,,M,WCSP (in review),806343,107136-1,Syst. Nat.,2: 9,,1821,41046
Berberis vulgaris,1279,0920   232,NA,,kew-2674612,A,Berberidaceae,,Berberis,,,,L.,Accepted,,M,WCSP (in review),806442,328527-2,Sp. Pl.,330,,1753,41089
Bergenia crassifolia,10164,0920  7190,AN,,kew-2674805,A,Saxifragaceae,,Bergenia,,,,(L.) Fritsch,Accepted,,M,WCSP (in review),806635,790361-1,Verh. Zool.-Bot. Ges. Wien,39: 587,,1889,329068
Berteroa incana,1280,0920   233,AN,,kew-2675159,A,Brassicaceae,,Berteroa,,,,(L.) DC.,Accepted,,M,WCSP (in review),806985,278924-1,Syst. Nat.,2: 291,,1821,46982
Berula erecta,1281,0920   234,N,,kew-2675185,A,Apiaceae,,Berula,,,,(Huds.) Coville,Accepted,,L,WCSP (in review),807011,31836-2,Contr. U. S. Natl. Herb.,4: 115,,1893,16328
Betula nana,1287,0920   238,N,,kew-21505,A,Betulaceae,,Betula,,,,L.,Accepted,,H,WCSP,21505,301322-2,Sp. Pl.,983,,1753,41410
Betula pendula,7035,0920   239,N,,kew-21582,A,Betulaceae,,Betula,,,,Roth,Accepted,,H,WCSP,21582,295174-1,Tent. Fl. Germ.,1: 405,,1788,41420
Betula pendula x pubescens (B. x aurata),1289,0920  2301,N,H,,,,,,,,,,,,,,,,,,,,
Betula pubescens,1290,0920   240,N,,kew-21636,A,Betulaceae,,Betula,,,,Ehrh.,Accepted,,H,WCSP,21636,,Beitr. Naturk.,4: 160,,1789,41428
Bidens cernua,1294,0920   241,N,,gcc-103570,A,Compositae,,Bidens,,,,L.,Accepted,,M,TICA,610E2E9B-6131-49F5-B9E4-A18EC11CD44D,184796-1,Sp. Pl.: 832 (1753),,832,1753,76145
Bidens frondosa,1297,0920  2652,AN,,gcc-32906,A,Compositae,,Bidens,,,,L.,Accepted,,M,TICA,37AC0D09-DBDB-4FB1-AFF9-3D06035F0659,315743-2,Sp. Pl.: 832 (1753),,832,1753,76190
Bidens tripartita,7036,0920   242,N,,gcc-2528,A,Compositae,,Bidens,,,,L.,Accepted,,M,TICA,76CA7829-5DF2-4B2F-BF6C-049A11FB5B65,185293-1,Sp. Pl.: 831 (1753),,831,1753,76335
Blackstonia perfoliata,1301,0920   243,N,,kew-2676920,A,Gentianaceae,,Blackstonia,,,,(L.) Huds.,Accepted,,M,WCSP (in review),808704,366508-1,Fl. Angl.,146,,1762,139871
Blechnum spicant,1303,0910   244,N,,tro-26614187,P,Blechnaceae,,Blechnum,,,,(L.) Sm.,Accepted,,M,TRO,26614187,,Mém. Acad. Roy. Sci. (Turin),5: 411,411,1793,42542
Blysmus compressus,1304,0920   245,N,,kew-221788,A,Cyperaceae,,Blysmus,,,,(L.) Panz. ex Link,Accepted,,H,WCSP,221788,1144343-2,Hort. Berol.,1: 278,,1827,110911
Blysmus rufus,1305,0920   246,N,,kew-221799,A,Cyperaceae,,Blysmus,,,,(Huds.) Link,Accepted,,H,WCSP,221799,298083-1,Hort. Berol.,1: 278,,1827,110913
Bolboschoenus maritimus,6992,0920  1860,N,,kew-221905,A,Cyperaceae,,Bolboschoenus,,,,(L.) Palla,Accepted,,H,WCSP,221905,,Syn. Deut. Schweiz. Fl.,ed. 3: 2532,,1905,110923
Borago officinalis,1306,0920   247,AN,,kew-2679695,A,Boraginaceae,,Borago,,,,L.,Accepted,,M,WCSP (in review),811420,113618-1,Sp. Pl.,137,,1753,42862
Botrychium lunaria,1307,0910   248,N,,tro-26602178,P,Ophioglossaceae,,Botrychium,,,,(L.) Sw.,Accepted,,M,TRO,26602178,17061230-1,J. Bot. (Schrader),1800(2): 110,110,1801,227167
Brachyglottis 'Sunshine' (B. compacta x laxifolia),10566,0920  7193,AN,H,,,,,,,,,,,,,,,,,,,,
Brachypodium pinnatum,7038,0920   249,N,,kew-400000,A,Poaceae,,Brachypodium,,,,(L.) P.Beauv.,Accepted,,H,WCSP,400000,393166-1,Ess. Agrostogr.,101,,1812,273028
Brachypodium sylvaticum,1308,0920   250,N,,kew-400100,A,Poaceae,,Brachypodium,,,,(Huds.) P.Beauv.,Accepted,,H,WCSP,400100,393196-1,Ess. Agrostogr.,101,,1812,273031
Brassica juncea,1311,0920  2565,AC,,kew-2682298,A,Brassicaceae,,Brassica,,,,(L.) Czern.,Accepted,,M,WCSP (in review),813994,60442520-2,Consp. Pl. Charc.,8,,1859,47186
Brassica napus,1312,0920   251,AN,,kew-2682380,A,Brassicaceae,,Brassica,,,,L.,Accepted,,M,WCSP (in review),814076,279419-1,Sp. Pl.,666,,1753,47189
Brassica nigra,7039,0920   252,NA,,kew-2682421,A,Brassicaceae,,Brassica,,,,(L.) K.Koch,Accepted,,M,WCSP (in review),814117,,Deutschl. Fl.,"ed. 3, 4: 713",,1833,47190
Brassica oleracea,1313,0920   253,NA,,kew-2682457,A,Brassicaceae,,Brassica,,,,L.,Accepted,,M,WCSP (in review),814152,279435-1,Sp. Pl.,667,,1753,47192
Brassica rapa,1316,0920   254,AR,,kew-2682652,A,Brassicaceae,,Brassica,,,,L.,Accepted,,M,WCSP (in review),814347,279485-1,Sp. Pl.,666,,1753,47195
Briza maxima,9626,0920   255,AN,,kew-400234,A,Poaceae,,Briza,,,,L.,Accepted,,H,WCSP,400234,393293-1,Sp. Pl.,70,,1753,273043
Briza media,7040,0920   256,N,,kew-400245,A,Poaceae,,Briza,,,,L.,Accepted,,H,WCSP,400245,393294-1,Sp. Pl.,70,,1753,273044
Briza minor,1318,0920   257,AR,,kew-400281,A,Poaceae,,Briza,,,,L.,Accepted,,H,WCSP,400281,393299-1,Sp. Pl.,70,,1753,273045
Bromopsis benekenii,6789,0920   259,N,,,,,,,,,,,,,,,,,,,,,
Bromopsis erecta,6790,0920   263,N,,,,,,,,,,,,,,,,,,,,,
Bromopsis inermis,6791,0920   265,AN,,,,,,,,,,,,,,,,,,,,,
Bromopsis ramosa,6792,0920   272,N,,,,,,,,,,,,,,,,,,,,,
Bromus arvensis,1319,0920   258,AN,,kew-400659,A,Poaceae,,Bromus,,,,L.,Accepted,,H,WCSP,400659,393536-1,Sp. Pl.,77,,1753,273068
Bromus commutatus,7041,0920   262,N,,kew-400856,A,Poaceae,,Bromus,,,,Schrad.,Accepted,,H,WCSP,400856,74673-3,Fl. Germ.,353,,1806,273092
Bromus hordeaceus,7465,0920   269,N,,kew-401143,A,Poaceae,,Bromus,,,,L.,Accepted,,H,WCSP,401143,30016331-2,Sp. Pl.,77,,1753,273120
Bromus hordeaceus x lepidus (B. x pseudothominei),1327,0920  2383,AN,H,,,,,,,,,,,,,,,,,,,,
Bromus interruptus,1329,0920   266,AN,,kew-401248,A,Poaceae,,Bromus,,,,(Hack.) Druce,Accepted,,H,WCSP,401248,393790-1,J. Bot.,33: 344,,1895,273126
Bromus lepidus,1331,0920   268,AN,,kew-401337,A,Poaceae,,Bromus,,,,Holmb.,Accepted,,H,WCSP,401337,393828-1,Bot. Not.,1924: 326,,1924,273139
Bromus racemosus,1336,0920   271,N,,kew-401730,A,Poaceae,,Bromus,,,,L.,Accepted,,H,WCSP,401730,394050-1,Sp. Pl. ed. 2,114,,1762,273184
Bromus secalinus,1339,0920   273,AR,,kew-401862,A,Poaceae,,Bromus,,,,L.,Accepted,,H,WCSP,401862,394095-1,Sp. Pl.,76,,1753,273196
Brunnera macrophylla,10169,0920  7197,AN,,kew-2684249,A,Boraginaceae,,Brunnera,,,,(Adams) I.M.Johnst.,Accepted,,M,WCSP (in review),815930,113714-1,Contr. Gray Herb.,73: 54,,1924,42930
Bryonia dioica,1346,0920   276,N,,,,,,,,,,,,,,,,,,,,,
Buddleja davidii,7044,0920   277,AN,,kew-2685390,A,Scrophulariaceae,,Buddleja,,,,Franch.,Accepted,,M,WCSP (in review),817063,545734-1,Nouv. Arch. Mus. Hist. Nat.,"II, 10: 65",,1887,330350
Buddleja globosa,1347,0920  4372,AN,,kew-2685433,A,Scrophulariaceae,,Buddleja,,,,Hope,Accepted,,M,WCSP (in review),817106,545763-1,Verh. Holl. Maatsch. Weetensch. Haarlem,20(2): 417,,1782,330363
Bunias orientalis,1350,0920   281,AN,,kew-2686094,A,Brassicaceae,,Bunias,,,,L.,Accepted,,M,WCSP (in review),817766,279703-1,Sp. Pl.,670,,1753,47224
Bunium bulbocastanum,7045,0920   282,N,,kew-2686156,A,Apiaceae,,Bunium,,,,L.,Accepted,,M,WCSP (in review),817828,838875-1,Sp. Pl.,243,,1753,16371
Bupleurum baldense,1351,0920   285,N,,kew-2686433,A,Apiaceae,,Bupleurum,,,,Turra,Accepted,,M,WCSP (in review),818105,,Giorn. Ital. Sci. Nat.,1: 120,,1765,16436
Bupleurum falcatum,1352,0920   283,AN,,kew-2686570,A,Apiaceae,,Bupleurum,,,,L.,Accepted,,M,WCSP (in review),818242,839147-1,Sp. Pl.,237,,1753,16473
Bupleurum rotundifolium,1355,0920   286,AR,,kew-2687113,A,Apiaceae,,Bupleurum,,,,L.,Accepted,,M,WCSP (in review),818784,38361-2,Sp. Pl.,236,,1753,16580
Bupleurum subovatum,1356,0920  4423,AN,,kew-2687195,A,Apiaceae,,Bupleurum,,,,Link ex Spreng.,Accepted,,M,WCSP (in review),818866,839420-1,Sp. Umbell.,19,,1818,16596
Bupleurum tenuissimum,1357,0920   287,N,,kew-2687223,A,Apiaceae,,Bupleurum,,,,L.,Accepted,,M,WCSP (in review),818894,839434-1,Sp. Pl.,238,,1753,16601
Butomus umbellatus,1358,0920   288,N,,kew-301538,A,Butomaceae,,Butomus,,,,L.,Accepted,,H,WCSP,301538,58290-1,Sp. Pl.,372,,1753,57063
Buxus sempervirens,1359,0920   289,N,,kew-2688005,A,Buxaceae,,Buxus,,,,L.,Accepted,,M,WCSP (in review),819667,340317-1,Sp. Pl.,983,,1753,57156
Cakile maritima,1360,0920   291,N,,kew-2690424,A,Brassicaceae,,Cakile,,,,Scop.,Accepted,,L,WCSP (in review),822076,30179231-2,Fl. Carniol.,"ed. 2, 2: 35",,1772,47231
Calamagrostis canescens,1361,0920   292,N,,kew-402519,A,Poaceae,,Calamagrostis,,,,(Weber) Roth,Accepted,,H,WCSP,402519,,Tent. Fl. Germ.,2(1): 93,,1789,273274
Calamagrostis epigejos,1362,0920   293,N,,kew-402643,A,Poaceae,,Calamagrostis,,,,(L.) Roth,Accepted,,L,WCSP,402643,394433-1,Tent. Fl. Germ.,1: 34,,1788,273319
Calamagrostis purpurea,9821,0920  2646,N,,kew-403265,A,Poaceae,,Calamagrostis,,,,(Trin.) Trin.,Accepted,,H,WCSP,403265,394764-1,Gram. Unifl. Sesquifl.,219,,1824,273441
Calamagrostis scotica,1364,0920   295,N,,kew-403347,A,Poaceae,,Calamagrostis,,,,(Druce) Druce,Accepted,,H,WCSP,403347,394822-1,List Brit. Pl.,ed. 2: 127,,1928,273466
Calamagrostis stricta,1365,0920   294,N,,kew-403382,A,Poaceae,,Calamagrostis,,,,(Timm) Koeler,Accepted,,H,WCSP,403382,30241135-2,Descr. Gramin.,105,,1802,273480
Calendula officinalis,1373,0920   300,AN,,gcc-107206,A,Compositae,,Calendula,,,,L.,Accepted,,M,TICA,B9F21354-DC95-4ADE-9D7D-A9901888F8FA,187894-1,Sp. Pl.,,921,1753,77057
Callitriche hamulata s.l.,1378,0920   303,N,,,,,,,,,,,,,,,,,,,,,
Callitriche hermaphroditica,1380,0920   302,N,,kew-31595,A,Plantaginaceae,,Callitriche,,,,L.,Accepted,,H,WCSP,31595,330920-2,Cent. Pl. I,31,,1755,269302
Callitriche obtusangula,1382,0920   304,N,,kew-31641,A,Plantaginaceae,,Callitriche,,,,Le Gall ex Hegelm.,Accepted,,H,WCSP,31641,430025-1,Monogr. Callitriche,54,,1864,269320
Callitriche stagnalis s.l.,1385,0920   307,N,,,,,,,,,,,,,,,,,,,,,
Callitriche truncata,1386,0920   308,N,,kew-31700,A,Plantaginaceae,,Callitriche,,,,Guss.,Accepted,,H,WCSP,31700,430056-1,Pl. Rar.,4,,1826,269338
Calluna vulgaris,1388,0920   309,N,,kew-2692970,A,Ericaceae,,Calluna,,,,(L.) Hull,Accepted,,M,WCSP (in review),824510,,Brit. Fl.,"ed. 2, 1: 114",,1808,125802
Caltha palustris,1389,0920   310,N,,kew-2693856,A,Ranunculaceae,,Caltha,,,,L.,Accepted,,M,WCSP (in review),825369,42867-2,Sp. Pl.,558,,1753,299504
Calystegia pulchra,1392,0920  2266,AN,,,,,,,,,,,,,,,,,,,,,
Calystegia sepium,1393,0920   311,N,,tro-8500113,A,Convolvulaceae,,Calystegia,,,,(L.) R. Br.,Accepted,,M,TRO,8500113,30033025-2,Prodr.,483,483,1810,105518
Calystegia sepium x silvatica (C. x lucana),1399,0920  4386,NX,H,,,,,,,,,,,,,,,,,,,,
Calystegia silvatica,1400,0920   313,AN,,tro-8500641,A,Convolvulaceae,,Calystegia,,,,(Kit.) Griseb.,Accepted,,M,TRO,8500641,,Spic. Fl. Rumel.,2(1): 74,74,1844,105520
Calystegia soldanella,7048,0920   312,N,,tro-8502658,A,Convolvulaceae,,Calystegia,,,,(L.) R. Br.,Accepted,,M,TRO,8502658,265700-1,Prodr.,484,484,1810,105521
Camelina sativa,1407,0920  4352,AR,,kew-2694405,A,Brassicaceae,,Camelina,,,,(L.) Crantz,Accepted,,M,WCSP (in review),825873,,Stirp. Austr. Fasc.,1: 17,,1762,47242
Campanula glomerata,7049,0920   315,N,,kew-364698,A,Campanulaceae,,Campanula,,,,L.,Accepted,,H,WCSP,364698,140364-1,Sp. Pl.,166,,1753,60817
Campanula latifolia,1409,0920   316,N,,kew-365023,A,Campanulaceae,,Campanula,,,,L.,Accepted,,H,WCSP,365023,140562-1,Sp. Pl.,165,,1753,60881
Campanula medium,1410,0920   317,AN,,kew-365242,A,Campanulaceae,,Campanula,,,,L.,Accepted,,H,WCSP,365242,140670-1,Sp. Pl.,167,,1753,60909
Campanula patula,1411,0920   318,N,,kew-365444,A,Campanulaceae,,Campanula,,,,L.,Accepted,,H,WCSP,365444,140798-1,Sp. Pl.,163,,1753,60942
Campanula persicifolia,1412,0920   319,AN,,kew-365512,A,Campanulaceae,,Campanula,,,,L.,Accepted,,H,WCSP,365512,140828-1,Sp. Pl.,164,,1753,60949
Campanula portenschlagiana,1413,0920  2640,AN,,kew-365623,A,Campanulaceae,,Campanula,,,,Schult.,Accepted,,H,WCSP,365623,140868-1,Syst. Veg.,5: 93,,1819,60965
Campanula poscharskyana,1414,0920  2641,AN,,kew-365629,A,Campanulaceae,,Campanula,,,,Degen,Accepted,,H,WCSP,365629,140870-1,Magyar Bot. Lapok,7: 103,,1908,60966
Campanula rapunculoides,1415,0920   320,AN,,kew-365789,A,Campanulaceae,,Campanula,,,,L.,Accepted,,H,WCSP,365789,140949-1,Sp. Pl.,165,,1753,60989
Campanula rapunculus,1416,0920   321,AR,,kew-365813,A,Campanulaceae,,Campanula,,,,L.,Accepted,,H,WCSP,365813,140952-1,Sp. Pl.,164,,1753,60990
Campanula rotundifolia,1417,0920   322,N,,kew-365918,A,Campanulaceae,,Campanula,,,,L.,Accepted,,H,WCSP,365918,30036649-2,Sp. Pl.,163,,1753,61006
Campanula trachelium,7050,0920   323,N,,kew-366545,A,Campanulaceae,,Campanula,,,,L.,Accepted,,H,WCSP,366545,141236-1,Sp. Pl.,166,,1753,61073
