NAME,TAXONNO,TAXON,NATIVE,HYBRID,ID,Major_group,Family,Genus_hybrid_marker,Genus,Species_hybrid_marker,Infraspecific_rank,Infraspecific_epithet,Authorship,Taxonomic_status_in_TPL,Nomenclatural_status_original,Confidence_level,Source,Source_id,IPNI_id,Publication,Collation,Page,Date,SppID
Salix herbacea,4684,0920  1794,N,,kew-5000781,A,Salicaceae,,Salix,,,,L.,Accepted,,M,WCSP (in review),1032439,302928-2,Sp. Pl.,1018,,1753,324370
Salix lanata,4690,0920  1795,N,,kew-5001036,A,Salicaceae,,Salix,,,,L.,Accepted,,M,WCSP (in review),1032692,304306-2,Sp. Pl.,1019,,1753,324433
Salix lapponum,4691,0920  1796,N,,kew-5001038,A,Salicaceae,,Salix,,,,L.,Accepted,,M,WCSP (in review),1032694,777998-1,Sp. Pl.,1019,,1753,324435
Salix myrsinifolia,4695,0920  1797,N,,kew-5002803,A,Salicaceae,,Salix,,,,Salisb.,Accepted,,M,WCSP (in review),1034396,778243-1,Prodr. Stirp. Chap. Allerton,394,,1796,324487
Salix myrsinifolia x phylicifolia (S. x tetrapla),4698,0920  2363,N,H,,,,,,,,,,,,,,,,,,,,
Salix myrsinites,4701,0920  1798,N,,kew-5002800,A,Salicaceae,,Salix,,,,L.,Accepted,,M,WCSP (in review),1034393,300580-2,Sp. Pl.,1018,,1753,324488
Salix pentandra,4704,0920  1799,N,,kew-5000982,A,Salicaceae,,Salix,,,,L.,Accepted,,M,WCSP (in review),1032638,312506-2,Sp. Pl.,1016,,1753,324541
Salix phylicifolia,4705,0920  1800,N,,kew-5002991,A,Salicaceae,,Salix,,,,L.,Accepted,,M,WCSP (in review),1034619,300880-2,Sp. Pl.,1016,,1753,324549
Salix purpurea,4708,0920  1801,N,,kew-5003498,A,Salicaceae,,Salix,,,,L.,Accepted,,M,WCSP (in review),1035140,301321-2,Sp. Pl.,1017,,1753,324575
Salix purpurea x viminalis (S. x rubra),4710,0920  2344,NX,H,,,,,,,,,,,,,,,,,,,,
Salix repens,4711,0920  1802,N,,kew-5003472,A,Salicaceae,,Salix,,,,L.,Accepted,,L,WCSP (in review),1035114,305835-2,Sp. Pl.,1020,,1753,324589
Salix reticulata,4718,0920  1803,N,,kew-5003396,A,Salicaceae,,Salix,,,,L.,Accepted,,M,WCSP (in review),1035040,304292-2,Sp. Pl.,1018,,1753,324593
Salix triandra,4719,0920  1804,AR,,kew-5002239,A,Salicaceae,,Salix,,,,L.,Accepted,,M,WCSP (in review),1034010,302929-2,Sp. Pl.,1016,,1753,324679
Salix triandra x viminalis (S. x mollissima),4722,0920  2334,AR,H,,,,,,,,,,,,,,,,,,,,
Salix viminalis,4723,0920  1805,AR,,kew-5001961,A,Salicaceae,,Salix,,,,L.,Accepted,,M,WCSP (in review),1032929,779152-1,Sp. Pl.,1021,,1753,324694
Salvia pratensis,4803,0920  1810,NA,,kew-183565,A,Lamiaceae,,Salvia,,,,L.,Accepted,,H,WCSP,183565,457007-1,Sp. Pl.,25,,1753,163309
Salvia verbenaca,4805,0920  1812,N,,kew-184123,A,Lamiaceae,,Salvia,,,,L.,Accepted,,L,WCSP,184123,457495-1,Sp. Pl.,25,,1753,163581
Salvia verticillata,4806,0920  1813,AN,,kew-184133,A,Lamiaceae,,Salvia,,,,L.,Accepted,,H,WCSP,184133,457502-1,Sp. Pl.,26,,1753,163586
Salvia viridis,10409,0920  7559,AN,,kew-184146,A,Lamiaceae,,Salvia,,,,L.,Accepted,,H,WCSP,184146,457515-1,Sp. Pl.,24,,1753,163590
Sambucus ebulus,4807,0920  1814,AR,,kew-2486632,A,Adoxaceae,,Sambucus,,,,L.,Accepted,,M,WCSP (in review),623399,149315-1,Sp. Pl.,269,,1753,4313
Sambucus nigra,4808,0920  1815,N,,kew-2486519,A,Adoxaceae,,Sambucus,,,,L.,Accepted,,M,WCSP (in review),623286,30122169-2,Sp. Pl.,269,,1753,4318
Sambucus racemosa,4809,0920  1816,AN,,kew-2486552,A,Adoxaceae,,Sambucus,,,,L.,Accepted,,M,WCSP (in review),623319,30056767-2,Sp. Pl.,270,,1753,4323
Samolus valerandi,4810,0920  1817,N,,kew-2599143,A,Primulaceae,,Samolus,,,,L.,Accepted,,M,WCSP (in review),732423,62325-3,Sp. Pl.,443,,1753,295033
Sanguisorba officinalis,4812,0920  1818,N,,rjp-1010,A,Rosaceae,,Sanguisorba,,,,L.,Accepted,,H,RJP,1010,741402-1,"Species plantarum, edition 1","Species plantarum, edition 1; 1753",116,1753,307538
Sanicula europaea,4813,0920  1819,N,,kew-2480274,A,Apiaceae,,Sanicula,,,,L.,Accepted,,M,WCSP (in review),617172,847832-1,Sp. Pl.,235,,1753,18690
Santolina chamaecyparissus,4814,0920  1820,AN,,gcc-143604,A,Compositae,,Santolina,,,,L.,Accepted,,M,TICA,77C24079-9954-43DD-97A2-FC476CD3E517,241927-1,Sp. Pl.,,842,1753,96275
Saponaria officinalis,4815,0920  1821,AR,,kew-2484914,A,Caryophyllaceae,,Saponaria,,,,L.,Accepted,,M,WCSP (in review),621693,156627-1,Sp. Pl.,408,,1753,66149
Sarcocornia perennis,6866,0920  1777,N,,kew-2484126,A,Amaranthaceae,,Sarcocornia,,,,(Mill.) A.J.Scott,Accepted,,M,WCSP (in review),620998,,Bot. J. Linn. Soc.,72: 367,,1977 publ. 1978,9045
Sasa palmata,4820,0920  4308,AN,,kew-440627,A,Poaceae,,Sasa,,,,(Burb.) E.G.Camus,Accepted,,H,WCSP,440627,420437-1,Bambusées,25,,1913,281094
Saussurea alpina,4823,0920  1825,N,,gcc-119529,A,Compositae,,Saussurea,,,,(L.) DC.,Accepted,,M,TICA,442CDBC6-1B41-4D1F-9EA9-C55B6DB12100,242074-1,,,198,1810,96318
Saxifraga aizoides,4824,0920  1826,N,,kew-2583407,A,Saxifragaceae,,Saxifraga,,,,L.,Accepted,,M,WCSP (in review),717023,793159-1,Sp. Pl.,403,,1753,329331
Saxifraga cernua,4825,0920  1827,N,,kew-2585150,A,Saxifragaceae,,Saxifraga,,,,L.,Accepted,,M,WCSP (in review),718760,793400-1,Sp. Pl.,403,,1753,329396
Saxifraga cespitosa,4826,0920  1828,N,,kew-2585067,A,Saxifragaceae,,Saxifraga,,,,L.,Accepted,,M,WCSP (in review),718678,228334-2,Sp. Pl.,404,,1753,329397
Saxifraga cymbalaria,4827,0920  1829,AN,,kew-2584094,A,Saxifragaceae,,Saxifraga,,,,L.,Accepted,,M,WCSP (in review),717708,793519-1,Sp. Pl.,405,,1753,329425
Saxifraga granulata,7347,0920  1830,N,,kew-2585145,A,Saxifragaceae,,Saxifraga,,,,L.,Accepted,,M,WCSP (in review),718755,793749-1,Sp. Pl.,403,,1753,329510
Saxifraga hirculus,4829,0920  1832,N,,kew-2583517,A,Saxifragaceae,,Saxifraga,,,,L.,Accepted,,M,WCSP (in review),717132,228461-2,Sp. Pl.,402,,1753,329528
Saxifraga hirsuta,4830,0920  1833,N,,kew-2583542,A,Saxifragaceae,,Saxifraga,,,,L.,Accepted,,L,WCSP (in review),717157,793813-1,Syst. Nat. ed. 10,2: 1026,,1759,329529
Saxifraga hirsuta x spathularis (S. x polita),4831,0920  1834,N,H,,,,,,,,,,,,,,,,,,,,
Saxifraga hypnoides,4833,0920  1835,N,,kew-2584035,A,Saxifragaceae,,Saxifraga,,,,L.,Accepted,,M,WCSP (in review),717649,793841-1,Sp. Pl.,405,,1753,329537
Saxifraga nivalis,7348,0920  1836,N,,kew-2583082,A,Saxifragaceae,,Saxifraga,,,,L.,Accepted,,M,WCSP (in review),716698,794166-1,Sp. Pl.,401,,1753,329621
Saxifraga oppositifolia,4835,0920  1837,N,,kew-2583045,A,Saxifragaceae,,Saxifraga,,,,L.,Accepted,,M,WCSP (in review),716661,30041728-2,Sp. Pl.,402,,1753,329629
Saxifraga rivularis,4836,0920  1838,N,,kew-2585029,A,Saxifragaceae,,Saxifraga,,,,L.,Accepted,,M,WCSP (in review),718640,30062111-2,Sp. Pl.,404,,1753,329681
Saxifraga spathularis,4838,0920  1840,N,,kew-2584985,A,Saxifragaceae,,Saxifraga,,,,Brot.,Accepted,,M,WCSP (in review),718597,,Fl. Lusit.,1: 172,,1804,329709
Saxifraga spathularis x umbrosa (S. x urbium),4839,0920  1841,AN,H,,,,,,,,,,,,,,,,,,,,
Saxifraga stellaris,4840,0920  1842,N,,kew-2584970,A,Saxifragaceae,,Saxifraga,,,,L.,Accepted,,M,WCSP (in review),718582,30093573-2,Sp. Pl.,400,,1753,329716
Saxifraga tridactylites,4841,0920  1843,N,,kew-2584682,A,Saxifragaceae,,Saxifraga,,,,L.,Accepted,,M,WCSP (in review),718295,794664-1,Sp. Pl.,404,,1753,329751
Scabiosa columbaria,4846,0920  1846,N,,kew-2593679,A,Caprifoliaceae,,Scabiosa,,,,L.,Accepted,,M,WCSP (in review),727028,319793-1,Sp. Pl.,99,,1753,63858
Scandix pecten-veneris,4847,0920  1847,AR,,kew-2479025,A,Apiaceae,,Scandix,,,,L.,Accepted,,M,WCSP (in review),615930,848035-1,Sp. Pl.,256,,1753,18729
Scheuchzeria palustris,7349,0920  1848,N,,kew-308817,A,Scheuchzeriaceae,,Scheuchzeria,,,,L.,Accepted,,H,WCSP,308817,603500-1,Sp. Pl.,338,,1753,329954
Schoenoplectus lacustris,4849,0920  1851,N,,kew-262997,A,Cyperaceae,,Schoenoplectus,,,,(L.) Palla,Accepted,,H,WCSP,262997,1019162-1,Bot. Jahrb. Syst.,10: 299,,1888,116013
Schoenoplectus pungens,4851,0920  1849,NA,,kew-263065,A,Cyperaceae,,Schoenoplectus,,,,(Vahl) Palla,Accepted,,H,WCSP,263065,1019167-1,Bot. Jahrb. Syst.,10: 299,,1888,116028
Schoenoplectus tabernaemontani,4852,0920  1852,N,,kew-263102,A,Cyperaceae,,Schoenoplectus,,,,(C.C.Gmel.) Palla,Accepted,,H,WCSP,263102,1019164-1,Bot. Jahrb. Syst.,10: 299,,1888,116037
Schoenoplectus triqueter,4853,0920  1853,N,,kew-263109,A,Cyperaceae,,Schoenoplectus,,,,(L.) Palla,Accepted,,H,WCSP,263109,1019165-1,Bot. Jahrb. Syst.,10: 299,,1888,116040
Schoenus ferrugineus,4855,0920  1854,N,,kew-263309,A,Cyperaceae,,Schoenus,,,,L.,Accepted,,H,WCSP,263309,330939-2,Sp. Pl.,43,,1753,116099
Schoenus nigricans,4856,0920  1855,N,,kew-263443,A,Cyperaceae,,Schoenus,,,,L.,Accepted,,H,WCSP,263443,312959-1,Sp. Pl.,43,,1753,116127
Scilla autumnalis,7350,0920  1856,N,,,,,,,,,,,,,,,,,,,,,
Scilla siberica,10414,0920  7569,AN,,kew-287983,A,Asparagaceae,,Scilla,,,,Haw.,Accepted,,H,WCSP,287983,927545-1,Bot. Repos.,6: t. 365,,1804,36075
Scilla verna,4858,0920  1857,N,,kew-288379,A,Asparagaceae,,Scilla,,,,Huds.,Accepted,,H,WCSP,288379,,Fl. Angl.,ed. 2: 142,,1778,36082
Scirpoides holoschoenus,10001,0920   985,N,,kew-263641,A,Cyperaceae,,Scirpoides,,,,(L.) Soják,Accepted,,H,WCSP,263641,1214602-2,"Cas. Nár. Mus., Odd. Prír.",140: 127,,1972,116176
Scirpus sylvaticus,4870,0920  1861,N,,kew-264975,A,Cyperaceae,,Scirpus,,,,L.,Accepted,,H,WCSP,264975,314368-1,Sp. Pl.,51,,1753,116230
Scleranthus annuus,4873,0920  1862,N,,kew-2490367,A,Caryophyllaceae,,Scleranthus,,,,L.,Accepted,,M,WCSP (in review),627103,300494-2,Sp. Pl.,406,,1753,66177
Scorzonera humilis,7352,0920  1864,NA,,gcc-35362,A,Compositae,,Scorzonera,,,,L.,Accepted,,M,TICA,05D4A5D7-9A85-4B7F-9EF2-4192BB62F345,243218-1,,,790,1753,96905
Scrophularia auriculata,4879,0920  1865,N,,kew-2586267,A,Scrophulariaceae,,Scrophularia,,,,L.,Accepted,,M,WCSP (in review),719820,809039-1,Sp. Pl.,620,,1753,331244
Scrophularia nodosa,4881,0920  1867,N,,kew-2587382,A,Scrophulariaceae,,Scrophularia,,,,L.,Accepted,,M,WCSP (in review),720931,30088899-2,Sp. Pl.,619,,1753,331295
Scrophularia scorodonia,4882,0920  1868,AN,,kew-2587397,A,Scrophulariaceae,,Scrophularia,,,,L.,Accepted,,M,WCSP (in review),720946,809503-1,Sp. Pl.,620,,1753,331308
Scrophularia umbrosa,4883,0920  1869,N,,kew-2587212,A,Scrophulariaceae,,Scrophularia,,,,Dumort.,Accepted,,M,WCSP (in review),720761,809581-1,Fl. Belg.,37,,1827,331317
Scrophularia vernalis,7353,0920  1870,AN,,kew-2586823,A,Scrophulariaceae,,Scrophularia,,,,L.,Accepted,,M,WCSP (in review),720376,809598-1,Sp. Pl.,620,,1753,331319
Scutellaria galericulata,4886,0920  1872,N,,kew-189114,A,Lamiaceae,,Scutellaria,,,,L.,Accepted,,H,WCSP,189114,458280-1,Sp. Pl.,599,,1753,163799
Scutellaria minor,4889,0920  1874,N,,kew-189371,A,Lamiaceae,,Scutellaria,,,,Huds.,Accepted,,H,WCSP,189371,458463-1,Fl. Angl.,232,,1762,163918
Secale cereale,7354,0920  4369,AC,,kew-441740,A,Poaceae,,Secale,,,,L.,Accepted,,H,WCSP,441740,421164-1,Sp. Pl.,84,,1753,281260
Securigera varia,9805,0920   550,AN,,ild-33053,A,Leguminosae,,Securigera,,,,(L.) Lassen,Accepted,,H,ILDIS,33053,,,,,,190681
Sedum acre,4891,0920  1875,N,,kew-2483146,A,Crassulaceae,,Sedum,,,,L.,Accepted,,M,WCSP (in review),620032,274996-1,Sp. Pl.,432,,1753,107976
Sedum album,4892,0920  1876,AR,,kew-2484837,A,Crassulaceae,,Sedum,,,,L.,Accepted,,M,WCSP (in review),621616,275022-1,Sp. Pl.,432,,1753,107983
Sedum anglicum,4895,0920  1877,N,,kew-2484755,A,Crassulaceae,,Sedum,,,,Huds.,Accepted,,M,WCSP (in review),621534,275052-1,Fl. Angl.,"ed. 2, 1: 196",,1778,107991
Sedum dasyphyllum,4896,0920  1878,AN,,kew-2483011,A,Crassulaceae,,Sedum,,,,L.,Accepted,,M,WCSP (in review),619897,275301-1,Sp. Pl.,431,,1753,108061
Sedum forsterianum,6867,0920  1879,N,,kew-2483700,A,Crassulaceae,,Sedum,,,,Sm.,Accepted,,M,WCSP (in review),620583,,Engl. Bot.,26: t. 1802,,1807,108096
Sedum rosea,4902,0920  1882,N,,,,,,,,,,,,,,,,,,,,,
Sedum rupestre,4903,0920  1881,AN,,kew-2489552,A,Crassulaceae,,Sedum,,,,L.,Accepted,,M,WCSP (in review),626314,275994-1,Sp. Pl.,431,,1753,108292
Sedum sexangulare,7355,0920  1883,AN,,kew-2484527,A,Crassulaceae,,Sedum,,,,L.,Accepted,,M,WCSP (in review),621308,276056-1,Sp. Pl.,432,,1753,108303
Sedum spectabile,10418,0920  7575,AN,,tro-8900332,A,Crassulaceae,,Sedum,,,,Boreau,Accepted,,M,TRO,8900332,276086-1,Mém. Soc. Acad. Maine Loire,20: 116,116,1866,108311
Sedum spurium,4904,0920  1884,AN,,kew-2489037,A,Crassulaceae,,Sedum,,,,M.Bieb.,Accepted,,L,WCSP (in review),625800,276093-1,Fl. Taur.-Caucas.,1: 352,,1808,108312
Sedum telephium,4905,0920  1885,N,,kew-2488984,A,Crassulaceae,,Sedum,,,,L.,Accepted,,M,WCSP (in review),625747,276150-1,Sp. Pl.,430,,1753,108328
Sedum villosum,4908,0920  1886,N,,kew-2489201,A,Crassulaceae,,Sedum,,,,L.,Accepted,,M,WCSP (in review),625963,284837-2,Sp. Pl.,432,,1753,108355
Selaginella kraussiana,4909,0910  1887,AN,,tro-26602878,P,Selaginellaceae,,Selaginella,,,,(Kunze) A. Braun,Accepted,,M,TRO,26602878,,Index Sem. (Berlin),22,22,1860,332024
Selaginella selaginoides,4910,0910  1888,N,,tro-26613766,P,Selaginellaceae,,Selaginella,,,,(L.) P. Beauv. ex Mart. & Schrank,Accepted,,M,TRO,26613766,60452842-2,Hort. Reg. Monac.,1: 182,182,1829,332160
Selinum carvifolia,7356,0920  1889,N,,kew-2479118,A,Apiaceae,,Selinum,,,,(L.) L.,Accepted,,L,WCSP (in review),616023,848204-1,Sp. Pl. ed. 2,350,,1762,18741
Sempervivum tectorum,9757,0920  1890,AN,,kew-2490030,A,Crassulaceae,,Sempervivum,,,,L.,Accepted,,M,WCSP (in review),626768,276682-1,Sp. Pl.,464,,1753,108395
Senecio aquaticus,4913,0920  1891,N,,,,,,,,,,,,,,,,,,,,,
Senecio aquaticus x jacobaea (S. x ostenfeldii),4914,0920  2612,N,H,,,,,,,,,,,,,,,,,,,,
Senecio cambrensis,7357,0920  2294,N,,,,,,,,,,,,,,,,,,,,,
Senecio cineraria,4916,0920  1892,AN,,,,,,,,,,,,,,,,,,,,,
Senecio cineraria x jacobaea (S. x albescens),4917,0920  2821,NX,H,,,,,,,,,,,,,,,,,,,,
Senecio erucifolius,4921,0920  1896,N,,gcc-25415,A,Compositae,,Senecio,,,,L.,Accepted,,M,TICA,1903CC9A-7C43-490C-8D00-2EEA044155BF,,,,,1753,97528
Senecio fluviatilis,7358,0920  1897,AN,,,,,,,,,,,,,,,,,,,,,
Senecio jacobaea,4926,0920  1899,N,,,,,,,,,,,,,,,,,,,,,
Senecio paludosus,4931,0920  1900,N,,,,,,,,,,,,,,,,,,,,,
Senecio smithii,4933,0920  4436,AN,,gcc-105393,A,Compositae,,Senecio,,,,DC.,Accepted,,M,TICA,1513B222-0686-4F77-9804-A57A3ADB271A,247624-1,,,412,1838,98435
Senecio squalidus,4935,0920  1902,AN,,gcc-99298,A,Compositae,,Senecio,,,,L.,Accepted,,M,TICA,1D3A0BF4-B0FA-4E8E-A3FD-980F4A4C21AE,247694-1,,,869,1753,98462
Senecio squalidus x viscosus (S. x subnebrodensis),4936,0920  2625,AX,H,,,,,,,,,,,,,,,,,,,,
Senecio squalidus x vulgaris (S. x baxteri),4937,0920  2822,NX,H,,,,,,,,,,,,,,,,,,,,
Senecio sylvaticus,4938,0920  1903,N,,gcc-139882,A,Compositae,,Senecio,,,,L.,Accepted,,M,TICA,9F349D30-30BF-44D9-B4BC-F3B09E495AB3,247845-1,,,868,1753,98505
Senecio viscosus,4941,0920  1904,AN,,gcc-51556,A,Compositae,,Senecio,,,,L.,Accepted,,M,TICA,D012C7B2-69E1-45EC-A440-5F9841D6FB19,248231-1,,,868,1753,98621
Senecio vulgaris,4942,0920  1905,N,,gcc-110983,A,Compositae,,Senecio,,,,L.,Accepted,,M,TICA,354E3195-E511-4D3D-8F30-B21A8255D662,248251-1,Sp. Pl.,,867,1753,98629
Sequoia sempervirens,4951,0920  2417,AN,,kew-2484394,G,Cupressaceae,,Sequoia,,,,(D.Don) Endl.,Accepted,,H,WCSP,378988,263741-1,Syn. Conif.,198,,1847,109992
Sequoiadendron giganteum,4952,0920  2410,AN,,kew-2587860,G,Cupressaceae,,Sequoiadendron,,,,(Lindl.) J.Buchholz,Accepted,,H,WCSP,381300,677175-1,Amer. J. Bot.,26: 536,,1939,109993
Serapias parviflora,65935,0920  4243,NA,,kew-190707,A,Orchidaceae,,Serapias,,,,Parl.,Accepted,,H,WCSP,190707,657688-1,Giorn. Sci. Sicilia,59: 66,,1837,251613
Seriphidium maritimum,9916,0920   172,N,,gcc-1779,A,Compositae,,Seriphidium,,,,(L.) Poljakov,Accepted,,M,TICA,56711D0C-7304-4B7E-A3CC-033200097865,248448-1,,,172,1961,98715
Serratula tinctoria,4953,0920  1906,N,,gcc-38159,A,Compositae,,Serratula,,,,L.,Accepted,,M,TICA,C00DE186-C5E6-4D8A-8247-46C7D8BD46A9,248861-1,,,816,1753,98787
Seseli libanotis,4956,0920  1907,N,,kew-2479607,A,Apiaceae,,Seseli,,,,(L.) W.D.J.Koch,Accepted,,M,WCSP (in review),616509,848608-1,Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur.,12: 111,,1824,18795
Sesleria caerulea,7359,0920  1908,N,,kew-441982,A,Poaceae,,Sesleria,,,,(L.) Ard.,Accepted,,H,WCSP,441982,1005554-2,Animadv. Bot. Spec. Alt.,18,,1764,281285
Setaria italica,4960,0920  4438,AC,,kew-442451,A,Poaceae,,Setaria,,,,(L.) P.Beauv.,Accepted,,H,WCSP,442451,1207294-2,Ess. Agrostogr.,51,,1812,281341
Setaria pumila,4962,0920  1909,AN,,kew-442645,A,Poaceae,,Setaria,,,,(Poir.) Roem. & Schult.,Accepted,,H,WCSP,442645,421764-1,Syst. Veg.,2: 891,,1817,281382
Setaria verticillata,7360,0920  1910,AC,,kew-442773,A,Poaceae,,Setaria,,,,(L.) P.Beauv.,Accepted,,H,WCSP,442773,421857-1,Ess. Agrostogr.,51,,1812,281405
Setaria viridis,4963,0920  1911,AN,,kew-442790,A,Poaceae,,Setaria,,,,(L.) P.Beauv.,Accepted,,H,WCSP,442790,1171009-2,Ess. Agrostogr.,51,,1812,281407
Sherardia arvensis,4964,0920  1912,N,,kew-190927,A,Rubiaceae,,Sherardia,,,,L.,Accepted,,H,WCSP,190927,766342-1,Sp. Pl.,102,,1753,320143
Sibbaldia procumbens,4965,0920  1913,N,,rjp-21,A,Rosaceae,,Sibbaldia,,,,L.,Accepted,,H,RJP,21,741489-1,"Species plantarum, edition 1","Species plantarum, edition 1; 1753",284,1753,307554
Sibthorpia europaea,4966,0920  1914,N,,kew-2585504,A,Plantaginaceae,,Sibthorpia,,,,L.,Accepted,,M,WCSP (in review),719059,809676-1,Sp. Pl.,631,,1753,270392
Silaum silaus,7361,0920  1916,N,,kew-2478859,A,Apiaceae,,Silaum,,,,(L.) Schinz & Thell.,Accepted,,M,WCSP (in review),615766,848814-1,Vierteljahrsschr. Naturf. Ges. Zürich,60: 359,,1915,18835
Silene acaulis,4968,0920  1917,N,,kew-2485026,A,Caryophyllaceae,,Silene,,,,(L.) Jacq.,Accepted,,M,WCSP (in review),621805,60452326-2,Enum. Stirp. Vindob.,242,,1762,66184
Silene armeria,7362,0920  1920,AN,,kew-2485847,A,Caryophyllaceae,,Silene,,,,L.,Accepted,,L,WCSP (in review),622622,156849-1,Sp. Pl.,420,,1753,66212
Silene conica,9759,0920  1921,N,,kew-2485532,A,Caryophyllaceae,,Silene,,,,L.,Accepted,,M,WCSP (in review),622309,157130-1,Sp. Pl.,418,,1753,66279
Silene dioica,4977,0920  1259,N,,kew-2488209,A,Caryophyllaceae,,Silene,,,,(L.) Clairv.,Accepted,,M,WCSP (in review),624975,157239-1,Man. Herbor. Suisse,146,,1811,66304
Silene dioica x latifolia (S. x hampeana),4978,0920  1260,NX,H,,,,,,,,,,,,,,,,,,,,
Silene gallica,4979,0920  1918,AR,,kew-2488333,A,Caryophyllaceae,,Silene,,,,L.,Accepted,,M,WCSP (in review),625097,332106-2,Sp. Pl.,417,,1753,66348
Silene latifolia,4982,0920  1258,AR,,kew-2488689,A,Caryophyllaceae,,Silene,,,,Poir.,Accepted,,M,WCSP (in review),625453,157647-1,Voy. Barbarie,2: 165,,1789,66414
Silene noctiflora,7363,0920  1261,AR,,kew-2488646,A,Caryophyllaceae,,Silene,,,,L.,Accepted,,M,WCSP (in review),625410,304203-2,Sp. Pl.,419,,1753,66481
Silene nutans,4985,0920  1928,N,,kew-2488633,A,Caryophyllaceae,,Silene,,,,L.,Accepted,,M,WCSP (in review),625397,157927-1,Sp. Pl.,417,,1753,66485
Silene otites,4988,0920  1929,N,,kew-2488569,A,Caryophyllaceae,,Silene,,,,(L.) Wibel,Accepted,,M,WCSP (in review),625333,,Prim. Fl. Werth.,241,,1799,66501
Silene uniflora,10037,0920  1926,N,,kew-2487877,A,Caryophyllaceae,,Silene,,,,Roth,Accepted,,M,WCSP (in review),624643,158590-1,Ann. Bot. (Usteri),10: 46,,1794,66638
Silene vulgaris,5854,0920  4578,N,,kew-2487840,A,Caryophyllaceae,,Silene,,,,(Moench) Garcke,Accepted,,L,WCSP (in review),624606,158668-1,Fl. N. Mitt.-Deutschland,ed. 9: 64,,1869,66658
Silybum marianum,4995,0920  1930,AR,,gcc-114114,A,Compositae,,Silybum,,,,(L.) Gaertn.,Accepted,,M,TICA,379A33E1-8FD4-4F65-B1F9-B91F50791076,91418-3,"""""Gaertn., Fruct. Sem. Pl. 2. 1791.""""",,378,1791,98840
Simethis planifolia,7364,0920  1931,N,,,,,,,,,,,,,,,,,,,,,
Sinapis alba,4996,0920  1932,AR,,kew-2476404,A,Brassicaceae,,Sinapis,,,,L.,Accepted,,M,WCSP (in review),613316,288952-1,Sp. Pl.,668,,1753,50107
Sinapis arvensis,9760,0920  1933,AR,,kew-2476411,A,Brassicaceae,,Sinapis,,,,L.,Accepted,,M,WCSP (in review),613323,288960-1,Sp. Pl.,668,,1753,50109
Sison amomum,4997,0920  1934,N,,kew-2473793,A,Apiaceae,,Sison,,,,L.,Accepted,,M,WCSP (in review),610713,848886-1,Sp. Pl.,252,,1753,18846
Sisymbrium altissimum,4998,0920  1935,AN,,kew-2476102,A,Brassicaceae,,Sisymbrium,,,,L.,Accepted,,M,WCSP (in review),613016,289144-1,Sp. Pl.,659,,1753,50124
Sisymbrium irio,7365,0920  1936,AN,,kew-2474776,A,Brassicaceae,,Sisymbrium,,,,L.,Accepted,,M,WCSP (in review),611691,237940-2,Sp. Pl.,659,,1753,50147
Sisymbrium loeselii,5000,0920  1937,AN,,kew-2474993,A,Brassicaceae,,Sisymbrium,,,,L.,Accepted,,M,WCSP (in review),611908,237960-2,Cent. Pl. I,18,,1755,50153
Sisymbrium officinale,5001,0920  1938,AR,,kew-2474949,A,Brassicaceae,,Sisymbrium,,,,(L.) Scop.,Accepted,,M,WCSP (in review),611864,289589-1,Fl. Carniol.,"ed. 2, 2: 26",,1772,50157
Sisymbrium orientale,5003,0920  1939,AN,,kew-2474956,A,Brassicaceae,,Sisymbrium,,,,L.,Accepted,,M,WCSP (in review),611871,289595-1,Cent. Pl. II,24,,1756,50158
Sisyrinchium bermudiana,5009,0920  1942,N,,kew-326267,A,Iridaceae,,Sisyrinchium,,,,L.,Accepted,,H,iPlants,326267,440951-1,Sp. Pl.,954,,1753,155498
Sisyrinchium montanum,5011,0920  2651,AN,,kew-325079,A,Iridaceae,,Sisyrinchium,,,,Greene,Accepted,,H,iPlants,325079,441187-1,Pittonia,4: 33,,1899,155594
Sisyrinchium striatum,10426,0920  7587,AN,,kew-324624,A,Iridaceae,,Sisyrinchium,,,,Sm.,Accepted,,H,iPlants,324624,441299-1,Icon. Pict. Pl. Rar.,2: t. 9,,1792,155653
Sium latifolium,7366,0920  1944,N,,kew-2473946,A,Apiaceae,,Sium,,,,L.,Accepted,,M,WCSP (in review),610865,849010-1,Sp. Pl.,251,,1753,18850
Smyrnium olusatrum,5012,0920  1945,AR,,kew-2473605,A,Apiaceae,,Smyrnium,,,,L.,Accepted,,M,WCSP (in review),610525,849121-1,Sp. Pl.,262,,1753,18858
Solanum dulcamara,7367,0920  1947,N,,tro-29600249,A,Solanaceae,,Solanum,,,,L.,Accepted,,M,TRO,29600249,285213-2,Sp. Pl.,1: 185,185,1753,336226
Solanum nigrum,5017,0920  1949,NA,,,,,,,,,,,,,,,,,,,,,
Solanum physalifolium,10058,0920  2540,AN,,tro-29603057,A,Solanaceae,,Solanum,,,,Rusby,Accepted,,M,TRO,29603057,285264-2,Mem. Torrey Bot. Club,6: 88–89,88,1896,336708
Solanum rostratum,11118,0920  7925,AC,,tro-29600309,A,Solanaceae,,Solanum,,,,Dunal,Accepted,,M,TRO,29600309,,Hist. Nat. Solanum,"234–235, pl. 24",234,1813,336804
Solanum sarachoides,5021,0920  1946,AN,,,,,,,,,,,,,,,,,,,,,
